sleep_hours,work_hours,exercise_hours,screen_time,water_intake,mood_rating,stress_level
7.5960569836134795,6.312054312564046,0.3092051160280528,2.771837283533825,2.4702772626523957,10,Low
6.834082838594578,7.638703323211206,0.9750372088487328,3.7381383325244197,2.0467147656619633,8,Low
7.777226245720831,6.0189501975000965,1.0144134976355572,3.1158796328515104,2.344862538291704,1,Low
8.82763582768963,7.230096175902399,1.3781042766747245,3.9040083625177244,3.1432585547659295,5,Low
6.719015950331997,3.265963332615536,0.0,4.571699378577622,3.6500709895274626,2,Low
6.719035651660984,8.533234268432347,1.4740538190778645,6.674308972662769,3.013438597777216,6,Medium
8.89505537860887,8.003013688405561,0.0,4.357681922588595,2.5915508876245927,9,Low
7.92092167498349,5.957278422329523,0.4960923581089517,1.8287485864608146,3.8482105932739845,5,Low
6.436630736878057,9.648114171081012,0.6093809260387643,7.280135692990321,2.21844717425363,4,High
7.6510720523031575,10.343925344066395,1.5066614608569908,3.325819732769921,3.427827404530216,2,Medium
6.443898768625045,3.9811003390775648,1.0181046821414954,4.882559145790743,2.2407434814838494,3,Low
6.441124295715692,6.0931880535844645,0.0,5.893073013881423,2.8879206622098037,6,Medium
7.290354725879241,6.077144125531754,0.2120054993463878,5.399220836805566,2.3977936916885936,8,Low
4.7040637064106425,5.650242247227839,1.1589440076379256,7.1883590950429515,2.44973303561247,8,Medium
4.93009860098436,10.073687104829371,0.936746126508355,5.958006286785518,2.160352134284011,5,High
6.325254964910833,7.515434653067992,0.5367007122914028,3.277380840605784,3.710368628062625,5,Low
5.784602655598691,7.338712896723473,0.6153329683904165,9.357124347983323,1.8403665657023183,10,Medium
7.377096799114328,2.9903440889831163,1.5569343977274313,5.388666926676467,1.8337909727061623,3,Low
5.910371109374547,9.588545075523065,0.5858459417046282,4.7053195467569875,4.408894209260598,7,Medium
5.3052355583976505,4.901854012866319,0.9295270047767413,6.927850846111141,3.380062808188898,6,Medium
8.758778522705864,8.149831575665822,2.7359492704644346,5.498901891860145,0.3533976711762672,1,Medium
6.7290684394161575,8.693442344895479,0.0,5.798456385878654,1.9912671347106368,4,High
7.081033845625509,11.401646489596628,0.0,9.984367997201375,0.8692095961941513,6,High
5.290302176543852,4.7279490022022195,1.6268717318388854,4.449757143489907,1.6443783759262702,6,Low
6.346740730569781,0.4512196104479367,0.45708555096471737,4.364478211965208,0.2,3,Low
7.133107107651839,8.459623861884237,0.7454099778059038,5.233157024024927,2.376709380075452,6,Medium
5.618807707093237,12.501277953777134,0.3750748974951086,7.143031871162077,1.4722523627548196,10,High
7.450837622014807,11.097365882348594,0.79215988738599,1.9869319396192018,2.5539147311167945,6,Medium
6.279233572097434,8.524148538186564,2.2788304896770732,1.0688882170469896,1.0373908670057277,9,Low
6.649967500248068,6.770909535919881,1.6417027668944955,3.825769458759705,2.574620667854836,9,Low
6.277952065324723,10.017806491593277,1.6897788095095816,1.7321540818814256,2.1265753496917053,2,Medium
9.222733821410724,5.566134500738828,0.0,4.150337304948723,3.851757668669736,4,Low
6.983803330314479,9.190894423390548,0.07907701075770457,6.004999392258581,3.7702211755710624,9,Medium
5.73074688525292,9.263675397916566,0.0,3.218502272895473,3.206811042709255,4,Medium
7.987053894523827,10.6505247687472,0.3524953431337967,2.146346846437315,2.2060475974049085,8,Low
5.534987620034773,14.899150097277694,1.7653625491085267,5.1386743234306955,4.286842355734264,10,Medium
7.250636314005707,8.981039917946918,1.4135572125986968,6.7250869692303406,1.1022682499441614,3,High
4.64839585134427,6.7275909357312536,0.8227893896383008,1.6100531229667747,1.2367972333927035,3,Medium
5.406176741321883,7.936064219520014,0.9821597730255576,6.640464796611968,2.4245952100998416,9,Medium
7.236233483042948,3.577310237777205,0.4488915659396755,6.634612407476652,4.528634298029008,10,Low
7.886159895994492,6.263217172277354,1.1638071059214274,6.908170204313256,2.317894983816921,8,Low
7.2056419374279645,6.9767939047172405,1.612702623584492,7.4369604297433725,2.3350792811116463,1,Medium
6.861222061134112,6.689779005163519,0.0,9.404027849319231,1.2022806794993717,10,Medium
6.6386755652928535,8.380887180084304,1.2397181502698786,4.287815902761889,3.3513366267433407,2,Medium
5.225773611559087,5.9439501690444985,1.7459478967637339,5.219143160155716,3.3578586288964187,3,Medium
6.1361869499263495,10.802576668311179,0.6679197688293044,4.167123133503949,3.210167681259919,2,High
6.447233474848255,8.000517662295493,1.560560489696467,5.003953689511621,1.933701394437374,3,Medium
8.2685466714627,7.976749197153464,3.2517235555780424,8.065746711272624,1.863963908464295,8,Low
7.412341947482154,7.180263208717705,0.9165257656104865,2.3099710321386624,1.3361899746355266,6,Low
4.884351813564719,8.387976709647448,1.314645640004259,3.277900655668849,2.57548525158484,7,Medium
7.388900763273754,10.062745661669087,0.40955433307088673,7.754361873009122,1.5276334036493484,10,Medium
6.53790126350042,5.832174460722749,1.1450009300816404,7.04007301380418,1.4403251452756403,10,Low
6.1876935996328495,6.354708777311858,1.368217299985843,4.273736706365844,2.118678354780392,6,Low
7.734011546609041,7.2406849280583385,1.1558738722161104,6.70880400224144,2.0597594423342054,1,Medium
8.237199426995142,4.635322691316963,0.18424374423291456,5.682431684984066,2.0158193240602404,3,Low
8.117536142939437,5.951855350696256,1.1650894170603605,8.000549218001975,2.919800137156235,1,Medium
5.992938972132833,6.809447816138352,2.1697567509741096,5.149019187653545,2.571143021935251,10,Low
6.628945148978542,10.18597295178182,1.3589086116116218,7.051264227745165,2.240659572539994,9,Medium
7.397516117684277,8.656403322504813,1.769589751257473,10.28402382098524,2.6647116354803337,9,Medium
8.170654152546831,8.483974778418862,0.8103904239898978,6.196198310094933,1.607625663005831,5,Medium
6.424990914585652,10.12724490541993,1.5999201915389685,5.098656331589687,2.59475076151871,4,Medium
6.77720922800342,7.656570529001509,1.2234142705732207,6.444893970441958,2.6355422435601703,9,Low
5.672398031192766,8.976162124822224,0.2392714162502143,4.26943828359223,1.1472578265782674,9,Medium
5.564552051103195,7.741945617668759,1.2548168038390997,9.775935411049463,3.396124378933326,3,High
7.975030986873038,8.663405873499071,0.20664266924775154,5.360142075391963,1.706709665295704,5,Medium
8.627488034284987,6.543103355971045,0.4936957800921664,4.454133359548974,2.5812788192857914,3,Low
6.913587854103599,1.9029571043089275,1.1514626458338992,3.3286219899599274,3.5479705664817436,10,Low
8.204239477470429,7.664302094534239,1.2377954187040991,7.194440383212877,3.3331090819424825,2,Medium
7.433963230057161,11.556870340249851,0.04861402793829672,6.734374825655477,2.530900049711952,1,High
6.225856294473851,10.315538505603982,1.843188616946301,4.005291257171813,2.1737508974061384,10,Low
7.433674726610096,10.413493711477926,1.4576050226403783,6.152902690244845,3.3527607177180103,2,High
8.845643879759162,11.090326804515545,0.43621725151129287,1.9828880635742872,3.1072254800277577,8,Low
6.957008753068058,8.221643977403593,0.0,5.369941150146312,1.943471481960283,8,Medium
8.877572386976807,8.493289268513989,0.884076336734855,5.905512704153389,1.7845957176984786,3,Medium
3.856305875092307,6.455870261414125,0.6432450289110718,8.414659619118446,0.6348803364736015,7,High
7.986283005250269,7.209817859932375,1.0905123656424183,3.458362394542621,2.6386286575152287,7,Low
7.104456481885806,9.539427874427854,0.7095066710755468,2.4432947423953513,2.4255720294834413,2,Medium
6.641191179440959,11.009711092922041,0.0,3.2091440781499165,3.522572237178288,9,Medium
7.110112931842603,7.651384310797501,0.6893224493590733,2.32686299937016,2.82314958413233,3,Medium
4.614917302478929,6.874526837871471,0.7555047111453497,7.673314715517966,3.7008062747554216,2,High
6.736393734594985,8.001319897141494,1.506928819819247,8.097278590048074,1.8723721948754464,3,High
7.4285350858140955,9.503016872322787,0.44144026031116024,5.640433155897658,3.5243352978708566,2,High
8.77347285368982,4.390362959666145,2.3429397386980533,7.442589891370297,2.02397525880581,8,Low
6.378075738071623,2.2595476171569047,0.0,5.26791676116047,3.199836455613045,5,Low
6.029807676528175,6.623657876271041,2.0489339982420995,4.809776704598468,1.1871174467223757,3,Medium
6.397891547698556,4.948218935214603,0.8205448232975161,4.333924761892477,2.71162176942957,5,Low
8.09848254124249,6.7296495058817225,1.687667897874845,4.379218017244869,0.7137808526986811,8,Low
7.394501331591622,7.630549202956321,1.0638411872469864,1.9043968873819375,2.2595762626524207,7,Low
6.364287755479554,6.866878977442466,1.9116444288203756,5.528509527214678,2.8963185944901224,6,Low
